symbol,timeframe,timestamp,action,price,next_close,success
BTC/USDT,3m,2025-06-15 21:21:00,BUY,104762.07,104662.17,False
BTC/USDT,3m,2025-06-15 21:27:00,BUY,104812.0,104785.53,False
BTC/USDT,3m,2025-06-15 21:30:00,BUY,104785.53,104582.2,False
BTC/USDT,3m,2025-06-15 21:48:00,BUY,104750.06,104804.82,True
BTC/USDT,3m,2025-06-15 21:51:00,BUY,104804.82,104779.72,False
BTC/USDT,3m,2025-06-15 21:54:00,BUY,104779.72,104807.75,True
BTC/USDT,3m,2025-06-15 21:57:00,BUY,104807.75,104786.87,False
BTC/USDT,3m,2025-06-15 22:00:00,BUY,104786.87,104986.82,True
BTC/USDT,3m,2025-06-15 22:03:00,BUY,104986.82,105044.1,True
BTC/USDT,3m,2025-06-15 22:06:00,BUY,105044.1,105108.57,True
BTC/USDT,3m,2025-06-15 22:09:00,BUY,105108.57,105149.99,True
BTC/USDT,3m,2025-06-15 22:12:00,BUY,105149.99,105070.05,False
BTC/USDT,3m,2025-06-15 22:15:00,BUY,105070.05,105159.31,True
BTC/USDT,3m,2025-06-15 22:18:00,BUY,105159.31,105155.99,False
BTC/USDT,3m,2025-06-15 22:21:00,BUY,105155.99,105285.7,True
BTC/USDT,3m,2025-06-15 22:24:00,BUY,105285.7,105174.49,False
BTC/USDT,3m,2025-06-15 22:27:00,BUY,105174.49,105197.43,True
BTC/USDT,3m,2025-06-15 22:30:00,BUY,105197.43,105217.77,True
BTC/USDT,3m,2025-06-15 22:33:00,BUY,105217.77,105163.99,False
BTC/USDT,3m,2025-06-15 22:36:00,BUY,105163.99,105166.53,True
BTC/USDT,3m,2025-06-15 22:39:00,BUY,105166.53,105214.0,True
BTC/USDT,3m,2025-06-15 22:42:00,BUY,105214.0,105334.0,True
BTC/USDT,3m,2025-06-15 22:45:00,BUY,105334.0,105329.17,False
BTC/USDT,3m,2025-06-15 22:48:00,BUY,105329.17,105225.32,False
BTC/USDT,3m,2025-06-15 22:51:00,BUY,105225.32,105324.68,True
BTC/USDT,3m,2025-06-15 22:54:00,BUY,105324.68,105263.51,False
BTC/USDT,3m,2025-06-15 22:57:00,BUY,105263.51,105307.14,True
BTC/USDT,3m,2025-06-15 23:00:00,BUY,105307.14,105367.61,True
BTC/USDT,3m,2025-06-15 23:03:00,BUY,105367.61,105352.94,False
BTC/USDT,3m,2025-06-15 23:06:00,BUY,105352.94,105278.29,False
BTC/USDT,3m,2025-06-15 23:30:00,BUY,105485.3,105526.3,True
BTC/USDT,3m,2025-06-15 23:33:00,BUY,105526.3,105539.99,True
BTC/USDT,3m,2025-06-15 23:36:00,BUY,105539.99,105548.06,True
BTC/USDT,3m,2025-06-15 23:39:00,BUY,105548.06,105607.59,True
