symbol,timeframe,timestamp,action,price,next_close,success
BTC/USDT,3m,2025-06-15 23:42:00,BUY,105607.59,105583.27,False
BTC/USDT,3m,2025-06-15 23:45:00,BUY,105583.27,105560.0,False
BTC/USDT,3m,2025-06-15 23:48:00,BUY,105560.0,105476.69,False
BTC/USDT,3m,2025-06-16 01:42:00,BUY,105600.0,105684.67,True
BTC/USDT,3m,2025-06-16 01:45:00,BUY,105684.67,105589.36,False
BTC/USDT,3m,2025-06-16 01:48:00,BUY,105589.36,105793.56,True
BTC/USDT,3m,2025-06-16 01:51:00,BUY,105793.56,105843.54,True
BTC/USDT,3m,2025-06-16 01:54:00,BUY,105843.54,105815.08,False
BTC/USDT,3m,2025-06-16 01:57:00,BUY,105815.08,105807.79,False
BTC/USDT,3m,2025-06-16 02:00:00,BUY,105807.79,105879.44,True
BTC/USDT,3m,2025-06-16 02:03:00,BUY,105879.44,105826.91,False
BTC/USDT,3m,2025-06-16 02:06:00,BUY,105826.91,105926.89,True
BTC/USDT,3m,2025-06-16 02:09:00,BUY,105926.89,105920.0,False
BTC/USDT,3m,2025-06-16 02:12:00,BUY,105920.0,105956.24,True
BTC/USDT,3m,2025-06-16 02:15:00,BUY,105956.24,105891.15,False
BTC/USDT,3m,2025-06-16 02:18:00,BUY,105891.15,105746.26,False
BTC/USDT,3m,2025-06-16 02:21:00,BUY,105746.26,105830.0,True
BTC/USDT,3m,2025-06-16 02:24:00,BUY,105830.0,105780.26,False
BTC/USDT,3m,2025-06-16 03:27:00,BUY,105933.13,105920.0,False
BTC/USDT,3m,2025-06-16 03:30:00,BUY,105920.0,105899.53,False
BTC/USDT,3m,2025-06-16 03:33:00,BUY,105899.53,105885.16,False
BTC/USDT,3m,2025-06-16 04:12:00,BUY,106024.73,105995.71,False
BTC/USDT,3m,2025-06-16 04:15:00,BUY,105995.71,106032.61,True
BTC/USDT,3m,2025-06-16 04:18:00,BUY,106032.61,106356.52,True
BTC/USDT,3m,2025-06-16 04:21:00,BUY,106356.52,106203.91,False
BTC/USDT,3m,2025-06-16 04:24:00,BUY,106203.91,106226.1,True
BTC/USDT,3m,2025-06-16 04:27:00,BUY,106226.1,106303.19,True
BTC/USDT,3m,2025-06-16 04:30:00,BUY,106303.19,106278.8,False
BTC/USDT,3m,2025-06-16 04:33:00,BUY,106278.8,106328.0,True
BTC/USDT,3m,2025-06-16 04:36:00,BUY,106328.0,106271.78,False
BTC/USDT,3m,2025-06-16 04:39:00,BUY,106271.78,106290.94,True
BTC/USDT,3m,2025-06-16 04:42:00,BUY,106290.94,106204.88,False
BTC/USDT,3m,2025-06-16 04:45:00,BUY,106204.88,106275.2,True
BTC/USDT,3m,2025-06-16 04:48:00,BUY,106275.2,106254.68,False
BTC/USDT,3m,2025-06-16 04:51:00,BUY,106254.68,106254.68,False
BTC/USDT,3m,2025-06-16 04:57:00,BUY,106386.0,106427.07,True
BTC/USDT,3m,2025-06-16 05:00:00,BUY,106427.07,106438.14,True
BTC/USDT,3m,2025-06-16 05:03:00,BUY,106438.14,106312.34,False
BTC/USDT,3m,2025-06-16 05:06:00,BUY,106312.34,106371.42,True
BTC/USDT,3m,2025-06-16 05:18:00,BUY,106514.74,106510.31,False
BTC/USDT,3m,2025-06-16 05:21:00,BUY,106510.31,106630.0,True
BTC/USDT,3m,2025-06-16 05:24:00,BUY,106630.0,106689.91,True
BTC/USDT,3m,2025-06-16 05:27:00,BUY,106689.91,106690.01,True
BTC/USDT,3m,2025-06-16 05:30:00,BUY,106690.01,106590.07,False
BTC/USDT,3m,2025-06-16 05:33:00,BUY,106590.07,106601.43,True
BTC/USDT,3m,2025-06-16 05:36:00,BUY,106601.43,106599.28,False
BTC/USDT,3m,2025-06-16 05:39:00,BUY,106599.28,106527.53,False
BTC/USDT,3m,2025-06-16 06:24:00,BUY,106707.56,106712.05,True
BTC/USDT,3m,2025-06-16 06:27:00,BUY,106712.05,106647.99,False
BTC/USDT,3m,2025-06-16 06:33:00,BUY,106764.82,106718.43,False
BTC/USDT,3m,2025-06-16 06:36:00,BUY,106718.43,106721.22,True
BTC/USDT,3m,2025-06-16 07:27:00,BUY,106862.03,107127.55,True
BTC/USDT,3m,2025-06-16 07:30:00,BUY,107127.55,107165.67,True
BTC/USDT,3m,2025-06-16 07:33:00,BUY,107165.67,107018.93,False
BTC/USDT,3m,2025-06-16 07:36:00,BUY,107018.93,107056.01,True
BTC/USDT,3m,2025-06-16 07:39:00,BUY,107056.01,107181.35,True
BTC/USDT,3m,2025-06-16 07:42:00,BUY,107181.35,107106.0,False
BTC/USDT,3m,2025-06-16 07:45:00,BUY,107106.0,107093.74,False
BTC/USDT,3m,2025-06-16 07:48:00,BUY,107093.74,107056.89,False
BTC/USDT,3m,2025-06-16 07:51:00,BUY,107056.89,106991.99,False
BTC/USDT,3m,2025-06-16 07:54:00,BUY,106991.99,107061.8,True
BTC/USDT,3m,2025-06-16 07:57:00,BUY,107061.8,107086.37,True
BTC/USDT,3m,2025-06-16 08:00:00,BUY,107086.37,107111.4,True
BTC/USDT,3m,2025-06-16 08:03:00,BUY,107111.4,107104.01,False
BTC/USDT,3m,2025-06-16 08:51:00,BUY,107200.0,107180.0,False
BTC/USDT,3m,2025-06-16 08:54:00,BUY,107180.0,107180.0,False
BTC/USDT,3m,2025-06-16 08:57:00,BUY,107180.0,107200.0,True
BTC/USDT,3m,2025-06-16 09:00:00,BUY,107200.0,107204.52,True
BTC/USDT,3m,2025-06-16 09:03:00,BUY,107204.52,107070.11,False
