symbol,timeframe,timestamp,action,price,next_close,success
BTC/USDT,6h,2025-05-21 06:00:00,BUY,106546.44,106592.79,True
BTC/USDT,6h,2025-05-21 12:00:00,BUY,106592.79,109643.99,True
BTC/USDT,6h,2025-05-21 18:00:00,BUY,109643.99,110879.99,True
BTC/USDT,6h,2025-05-22 00:00:00,BUY,110879.99,110981.97,True
BTC/USDT,6h,2025-05-22 06:00:00,BUY,110981.97,111502.31,True
BTC/USDT,6h,2025-05-22 12:00:00,BUY,111502.31,111696.21,True
BTC/USDT,6h,2025-05-22 18:00:00,BUY,111696.21,110855.47,False
BTC/USDT,6h,2025-05-23 00:00:00,BUY,110855.47,109076.35,False
BTC/USDT,6h,2025-05-23 06:00:00,BUY,109076.35,109413.03,True
BTC/USDT,6h,2025-05-23 12:00:00,BUY,109413.03,107318.3,False
BTC/USDT,6h,2025-06-03 00:00:00,BUY,105452.08,105287.24,False
BTC/USDT,6h,2025-06-03 06:00:00,BUY,105287.24,105943.98,True
BTC/USDT,6h,2025-06-03 12:00:00,BUY,105943.98,105376.89,False
BTC/USDT,6h,2025-06-03 18:00:00,BUY,105376.89,105354.14,False
BTC/USDT,6h,2025-06-04 00:00:00,BUY,105354.14,105084.36,False
BTC/USDT,6h,2025-06-04 06:00:00,BUY,105084.36,105051.1,False
BTC/USDT,6h,2025-06-04 12:00:00,BUY,105051.1,104696.86,False
BTC/USDT,6h,2025-06-04 18:00:00,BUY,104696.86,104649.23,False
BTC/USDT,6h,2025-06-07 12:00:00,BUY,105393.21,105552.15,True
BTC/USDT,6h,2025-06-07 18:00:00,BUY,105552.15,105438.34,False
BTC/USDT,6h,2025-06-08 00:00:00,BUY,105438.34,105686.71,True
BTC/USDT,6h,2025-06-08 06:00:00,BUY,105686.71,106082.95,True
BTC/USDT,6h,2025-06-08 12:00:00,BUY,106082.95,105734.0,False
BTC/USDT,6h,2025-06-08 18:00:00,BUY,105734.0,105379.11,False
BTC/USDT,6h,2025-06-09 00:00:00,BUY,105379.11,107759.21,True
BTC/USDT,6h,2025-06-09 06:00:00,BUY,107759.21,108337.56,True
BTC/USDT,6h,2025-06-09 12:00:00,BUY,108337.56,110263.02,True
BTC/USDT,6h,2025-06-09 18:00:00,BUY,110263.02,109310.49,False
BTC/USDT,6h,2025-06-10 00:00:00,BUY,109310.49,109541.28,True
BTC/USDT,6h,2025-06-10 06:00:00,BUY,109541.28,108711.37,False
BTC/USDT,6h,2025-06-10 12:00:00,BUY,108711.37,110274.39,True
BTC/USDT,6h,2025-06-10 18:00:00,BUY,110274.39,109468.03,False
BTC/USDT,6h,2025-06-11 00:00:00,BUY,109468.03,109252.09,False
BTC/USDT,6h,2025-06-11 06:00:00,BUY,109252.09,108984.72,False
BTC/USDT,6h,2025-06-11 12:00:00,BUY,108984.72,108645.12,False
BTC/USDT,6h,2025-06-11 18:00:00,BUY,108645.12,107746.91,False
