symbol,timeframe,timestamp,action,price,next_close,success
BTC/USDT,6h,2025-04-06 06:00:00,BUY,82855.99,80808.81,False
BTC/USDT,6h,2025-04-10 00:00:00,BUY,82158.03,81882.01,False
BTC/USDT,6h,2025-04-10 06:00:00,BUY,81882.01,79328.01,False
BTC/USDT,6h,2025-04-10 12:00:00,BUY,79328.01,79607.3,True
BTC/USDT,6h,2025-04-10 18:00:00,BUY,79607.3,80816.0,True
BTC/USDT,6h,2025-04-11 00:00:00,BUY,80816.0,82129.67,True
BTC/USDT,6h,2025-04-11 06:00:00,BUY,82129.67,83930.0,True
BTC/USDT,6h,2025-04-11 12:00:00,BUY,83930.0,83423.84,False
BTC/USDT,6h,2025-04-11 18:00:00,BUY,83423.84,83338.92,False
BTC/USDT,6h,2025-04-12 00:00:00,BUY,83338.92,83528.3,True
BTC/USDT,6h,2025-04-12 06:00:00,BUY,83528.3,84760.71,True
BTC/USDT,6h,2025-04-12 12:00:00,BUY,84760.71,85276.9,True
BTC/USDT,6h,2025-04-12 18:00:00,BUY,85276.9,84515.58,False
BTC/USDT,6h,2025-04-13 00:00:00,BUY,84515.58,84528.66,True
BTC/USDT,6h,2025-04-13 06:00:00,BUY,84528.66,84754.85,True
BTC/USDT,6h,2025-04-13 12:00:00,BUY,84754.85,83760.0,False
BTC/USDT,6h,2025-04-13 18:00:00,BUY,83760.0,84575.18,True
BTC/USDT,6h,2025-04-14 00:00:00,BUY,84575.18,84927.55,True
BTC/USDT,6h,2025-04-14 06:00:00,BUY,84927.55,84859.73,False
BTC/USDT,6h,2025-04-14 12:00:00,BUY,84859.73,84591.58,False
BTC/USDT,6h,2025-04-14 18:00:00,BUY,84591.58,85545.71,True
BTC/USDT,6h,2025-04-15 00:00:00,BUY,85545.71,85589.23,True
BTC/USDT,6h,2025-04-15 06:00:00,BUY,85589.23,84483.23,False
BTC/USDT,6h,2025-04-15 12:00:00,BUY,84483.23,83643.99,False
BTC/USDT,6h,2025-04-21 00:00:00,BUY,87550.0,86971.92,False
BTC/USDT,6h,2025-04-21 06:00:00,BUY,86971.92,86847.39,False
BTC/USDT,6h,2025-04-21 12:00:00,BUY,86847.39,87516.23,True
BTC/USDT,6h,2025-04-21 18:00:00,BUY,87516.23,88391.27,True
BTC/USDT,6h,2025-04-22 00:00:00,BUY,88391.27,88614.1,True
BTC/USDT,6h,2025-04-22 06:00:00,BUY,88614.1,91396.14,True
BTC/USDT,6h,2025-04-22 12:00:00,BUY,91396.14,93442.99,True
BTC/USDT,6h,2025-04-22 18:00:00,BUY,93442.99,93478.42,True
BTC/USDT,6h,2025-04-23 00:00:00,BUY,93478.42,93466.01,False
BTC/USDT,6h,2025-04-23 06:00:00,BUY,93466.01,93894.37,True
BTC/USDT,6h,2025-04-23 12:00:00,BUY,93894.37,93691.08,False
BTC/USDT,6h,2025-04-23 18:00:00,BUY,93691.08,92576.61,False
BTC/USDT,6h,2025-04-24 00:00:00,BUY,92576.61,92619.94,True
BTC/USDT,6h,2025-04-24 06:00:00,BUY,92619.94,93011.28,True
BTC/USDT,6h,2025-04-24 12:00:00,BUY,93011.28,93980.47,True
BTC/USDT,6h,2025-04-24 18:00:00,BUY,93980.47,93206.05,False
BTC/USDT,6h,2025-04-25 00:00:00,BUY,93206.05,94635.67,True
BTC/USDT,6h,2025-04-25 06:00:00,BUY,94635.67,94527.79,False
BTC/USDT,6h,2025-04-25 12:00:00,BUY,94527.79,94638.68,True
BTC/USDT,6h,2025-04-25 18:00:00,BUY,94638.68,94626.47,False
BTC/USDT,6h,2025-05-01 18:00:00,BUY,96489.91,96707.54,True
BTC/USDT,6h,2025-05-02 00:00:00,BUY,96707.54,96928.97,True
BTC/USDT,6h,2025-05-02 06:00:00,BUY,96928.97,97402.55,True
BTC/USDT,6h,2025-05-02 12:00:00,BUY,97402.55,96887.14,False
BTC/USDT,6h,2025-05-02 18:00:00,BUY,96887.14,96417.14,False
BTC/USDT,6h,2025-05-03 00:00:00,BUY,96417.14,95942.02,False
BTC/USDT,6h,2025-05-07 00:00:00,BUY,96380.96,97047.43,True
BTC/USDT,6h,2025-05-07 06:00:00,BUY,97047.43,96307.54,False
BTC/USDT,6h,2025-05-07 12:00:00,BUY,96307.54,97030.5,True
BTC/USDT,6h,2025-05-07 18:00:00,BUY,97030.5,98740.61,True
BTC/USDT,6h,2025-05-08 00:00:00,BUY,98740.61,99409.14,True
BTC/USDT,6h,2025-05-08 06:00:00,BUY,99409.14,101027.13,True
BTC/USDT,6h,2025-05-08 12:00:00,BUY,101027.13,103261.6,True
BTC/USDT,6h,2025-05-08 18:00:00,BUY,103261.6,102979.35,False
BTC/USDT,6h,2025-05-09 00:00:00,BUY,102979.35,102958.31,False
BTC/USDT,6h,2025-05-09 06:00:00,BUY,102958.31,103199.99,True
BTC/USDT,6h,2025-05-09 12:00:00,BUY,103199.99,102971.99,False
BTC/USDT,6h,2025-05-09 18:00:00,BUY,102971.99,103361.0,True
BTC/USDT,6h,2025-05-10 00:00:00,BUY,103361.0,103434.94,True
BTC/USDT,6h,2025-05-10 06:00:00,BUY,103434.94,103176.88,False
BTC/USDT,6h,2025-05-10 12:00:00,BUY,103176.88,104809.53,True
BTC/USDT,6h,2025-05-10 18:00:00,BUY,104809.53,103840.0,False
BTC/USDT,6h,2025-05-11 00:00:00,BUY,103840.0,104652.01,True
BTC/USDT,6h,2025-05-11 06:00:00,BUY,104652.01,104036.7,False
BTC/USDT,6h,2025-05-11 12:00:00,BUY,104036.7,104118.0,True
BTC/USDT,6h,2025-05-11 18:00:00,BUY,104118.0,103940.0,False
BTC/USDT,6h,2025-05-18 18:00:00,BUY,106454.26,103032.01,False
BTC/USDT,6h,2025-05-19 12:00:00,BUY,105380.95,105573.74,True
BTC/USDT,6h,2025-05-19 18:00:00,BUY,105573.74,106105.26,True
BTC/USDT,6h,2025-05-20 00:00:00,BUY,106105.26,105203.76,False
BTC/USDT,6h,2025-05-20 06:00:00,BUY,105203.76,106200.31,True
BTC/USDT,6h,2025-05-20 12:00:00,BUY,106200.31,106849.99,True
BTC/USDT,6h,2025-05-20 18:00:00,BUY,106849.99,107542.0,True
BTC/USDT,6h,2025-05-21 00:00:00,BUY,107542.0,106546.44,False
