symbol,timeframe,timestamp,action,price,next_close,success
BTC/USDT,15m,2025-06-13 12:00:00,BUY,105180.22,105049.99,False
BTC/USDT,15m,2025-06-13 12:15:00,BUY,105049.99,104909.21,False
BTC/USDT,15m,2025-06-13 12:30:00,BUY,104909.21,104852.29,False
BTC/USDT,15m,2025-06-13 12:45:00,BUY,104852.29,104810.22,False
BTC/USDT,15m,2025-06-13 13:30:00,BUY,105227.3,104732.44,False
BTC/USDT,15m,2025-06-13 15:00:00,BUY,105477.96,105633.99,True
BTC/USDT,15m,2025-06-13 15:15:00,BUY,105633.99,105658.0,True
BTC/USDT,15m,2025-06-13 15:30:00,BUY,105658.0,105436.87,False
BTC/USDT,15m,2025-06-13 15:45:00,BUY,105436.87,105856.88,True
BTC/USDT,15m,2025-06-13 16:00:00,BUY,105856.88,105815.35,False
BTC/USDT,15m,2025-06-13 16:15:00,BUY,105815.35,105612.01,False
BTC/USDT,15m,2025-06-13 16:30:00,BUY,105612.01,105783.66,True
BTC/USDT,15m,2025-06-13 16:45:00,BUY,105783.66,105376.88,False
BTC/USDT,15m,2025-06-13 17:00:00,BUY,105376.88,105063.2,False
BTC/USDT,15m,2025-06-13 20:30:00,BUY,105505.03,105424.0,False
BTC/USDT,15m,2025-06-13 20:45:00,BUY,105424.0,105420.79,False
BTC/USDT,15m,2025-06-13 21:00:00,BUY,105420.79,105571.05,True
BTC/USDT,15m,2025-06-13 21:15:00,BUY,105571.05,105633.32,True
BTC/USDT,15m,2025-06-13 21:30:00,BUY,105633.32,105612.59,False
BTC/USDT,15m,2025-06-13 21:45:00,BUY,105612.59,105714.3,True
BTC/USDT,15m,2025-06-13 22:00:00,BUY,105714.3,105623.31,False
BTC/USDT,15m,2025-06-13 22:15:00,BUY,105623.31,105584.6,False
BTC/USDT,15m,2025-06-13 22:30:00,BUY,105584.6,105751.28,True
BTC/USDT,15m,2025-06-13 22:45:00,BUY,105751.28,105777.09,True
BTC/USDT,15m,2025-06-13 23:00:00,BUY,105777.09,105874.27,True
BTC/USDT,15m,2025-06-13 23:15:00,BUY,105874.27,106021.99,True
BTC/USDT,15m,2025-06-13 23:30:00,BUY,106021.99,106066.59,True
BTC/USDT,15m,2025-06-13 23:45:00,BUY,106066.59,105947.98,False
BTC/USDT,15m,2025-06-14 00:00:00,BUY,105947.98,105799.99,False
BTC/USDT,15m,2025-06-14 00:15:00,BUY,105799.99,105942.93,True
BTC/USDT,15m,2025-06-14 00:30:00,BUY,105942.93,105826.32,False
BTC/USDT,15m,2025-06-14 00:45:00,BUY,105826.32,105460.01,False
BTC/USDT,15m,2025-06-14 10:30:00,BUY,105004.0,105011.92,True
BTC/USDT,15m,2025-06-14 10:45:00,BUY,105011.92,104979.33,False
BTC/USDT,15m,2025-06-14 11:30:00,BUY,104969.99,105082.01,True
BTC/USDT,15m,2025-06-14 11:45:00,BUY,105082.01,104970.83,False
BTC/USDT,15m,2025-06-14 12:45:00,BUY,105053.63,105024.56,False
BTC/USDT,15m,2025-06-14 13:00:00,BUY,105024.56,104934.21,False
BTC/USDT,15m,2025-06-14 13:15:00,BUY,104934.21,104982.99,True
BTC/USDT,15m,2025-06-14 13:30:00,BUY,104982.99,105017.41,True
BTC/USDT,15m,2025-06-14 13:45:00,BUY,105017.41,105053.79,True
BTC/USDT,15m,2025-06-14 14:00:00,BUY,105053.79,105005.86,False
BTC/USDT,15m,2025-06-14 18:00:00,BUY,104916.1,104610.84,False
BTC/USDT,15m,2025-06-14 19:00:00,BUY,104983.99,104914.41,False
BTC/USDT,15m,2025-06-14 19:15:00,BUY,104914.41,104970.01,True
BTC/USDT,15m,2025-06-14 19:30:00,BUY,104970.01,104645.67,False
BTC/USDT,15m,2025-06-14 20:30:00,BUY,104927.57,104894.29,False
BTC/USDT,15m,2025-06-14 20:45:00,BUY,104894.29,105007.72,True
BTC/USDT,15m,2025-06-14 21:00:00,BUY,105007.72,105168.75,True
BTC/USDT,15m,2025-06-14 21:15:00,BUY,105168.75,105140.0,False
BTC/USDT,15m,2025-06-14 21:30:00,BUY,105140.0,105315.54,True
BTC/USDT,15m,2025-06-14 21:45:00,BUY,105315.54,105454.16,True
BTC/USDT,15m,2025-06-14 22:00:00,BUY,105454.16,105463.54,True
BTC/USDT,15m,2025-06-14 22:15:00,BUY,105463.54,105314.45,False
BTC/USDT,15m,2025-06-14 22:30:00,BUY,105314.45,105428.74,True
BTC/USDT,15m,2025-06-14 22:45:00,BUY,105428.74,105444.95,True
BTC/USDT,15m,2025-06-14 23:00:00,BUY,105444.95,105377.99,False
BTC/USDT,15m,2025-06-14 23:15:00,BUY,105377.99,105449.92,True
BTC/USDT,15m,2025-06-14 23:30:00,BUY,105449.92,105414.64,False
BTC/USDT,15m,2025-06-14 23:45:00,BUY,105414.64,105454.12,True
BTC/USDT,15m,2025-06-15 00:00:00,BUY,105454.12,105409.35,False
BTC/USDT,15m,2025-06-15 00:15:00,BUY,105409.35,105466.51,True
BTC/USDT,15m,2025-06-15 00:30:00,BUY,105466.51,105643.99,True
BTC/USDT,15m,2025-06-15 00:45:00,BUY,105643.99,105574.01,False
BTC/USDT,15m,2025-06-15 01:00:00,BUY,105574.01,105446.24,False
BTC/USDT,15m,2025-06-15 01:15:00,BUY,105446.24,105474.03,True
BTC/USDT,15m,2025-06-15 05:30:00,BUY,105821.87,106073.94,True
BTC/USDT,15m,2025-06-15 05:45:00,BUY,106073.94,105808.56,False
BTC/USDT,15m,2025-06-15 06:00:00,BUY,105808.56,105550.0,False
BTC/USDT,15m,2025-06-15 06:15:00,BUY,105550.0,105515.99,False
BTC/USDT,15m,2025-06-15 12:30:00,BUY,105113.02,105289.81,True
BTC/USDT,15m,2025-06-15 12:45:00,BUY,105289.81,105404.29,True
BTC/USDT,15m,2025-06-15 13:00:00,BUY,105404.29,105483.32,True
BTC/USDT,15m,2025-06-15 13:15:00,BUY,105483.32,105505.6,True
BTC/USDT,15m,2025-06-15 13:30:00,BUY,105505.6,105515.97,True
BTC/USDT,15m,2025-06-15 13:45:00,BUY,105515.97,105404.5,False
BTC/USDT,15m,2025-06-15 14:00:00,BUY,105404.5,105372.52,False
BTC/USDT,15m,2025-06-15 14:15:00,BUY,105372.52,105527.99,True
BTC/USDT,15m,2025-06-15 14:30:00,BUY,105527.99,105657.64,True
BTC/USDT,15m,2025-06-15 14:45:00,BUY,105657.64,105623.08,False
BTC/USDT,15m,2025-06-15 15:00:00,BUY,105623.08,105732.29,True
BTC/USDT,15m,2025-06-15 15:15:00,BUY,105732.29,105632.63,False
BTC/USDT,15m,2025-06-15 15:30:00,BUY,105632.63,105564.0,False
BTC/USDT,15m,2025-06-15 15:45:00,BUY,105564.0,105544.0,False
BTC/USDT,15m,2025-06-15 16:00:00,BUY,105544.0,105416.06,False
BTC/USDT,15m,2025-06-15 16:15:00,BUY,105416.06,105516.02,True
BTC/USDT,15m,2025-06-15 16:30:00,BUY,105516.02,105567.24,True
BTC/USDT,15m,2025-06-15 16:45:00,BUY,105567.24,105489.57,False
BTC/USDT,15m,2025-06-15 17:30:00,BUY,105718.0,105689.64,False
BTC/USDT,15m,2025-06-15 17:45:00,BUY,105689.64,105562.04,False
BTC/USDT,15m,2025-06-15 23:00:00,BUY,105264.52,105423.14,True
BTC/USDT,15m,2025-06-15 23:15:00,BUY,105423.14,105607.59,True
BTC/USDT,15m,2025-06-15 23:30:00,BUY,105607.59,105594.01,False
BTC/USDT,15m,2025-06-15 23:45:00,BUY,105594.01,105509.36,False
BTC/USDT,15m,2025-06-16 00:00:00,BUY,105509.36,105470.17,False
BTC/USDT,15m,2025-06-16 00:15:00,BUY,105470.17,105552.01,True
BTC/USDT,15m,2025-06-16 00:30:00,BUY,105552.01,105429.32,False
BTC/USDT,15m,2025-06-16 00:45:00,BUY,105429.32,105140.0,False
BTC/USDT,15m,2025-06-16 01:00:00,BUY,105140.0,105100.77,False
BTC/USDT,15m,2025-06-16 01:15:00,BUY,105100.77,105600.0,True
BTC/USDT,15m,2025-06-16 01:30:00,BUY,105600.0,105815.08,True
BTC/USDT,15m,2025-06-16 01:45:00,BUY,105815.08,105920.0,True
BTC/USDT,15m,2025-06-16 02:00:00,BUY,105920.0,105780.26,False
BTC/USDT,15m,2025-06-16 02:15:00,BUY,105780.26,105833.99,True
BTC/USDT,15m,2025-06-16 02:30:00,BUY,105833.99,105785.51,False
BTC/USDT,15m,2025-06-16 02:45:00,BUY,105785.51,105873.96,True
BTC/USDT,15m,2025-06-16 03:00:00,BUY,105873.96,105933.13,True
BTC/USDT,15m,2025-06-16 03:15:00,BUY,105933.13,105892.03,False
BTC/USDT,15m,2025-06-16 03:30:00,BUY,105892.03,105921.84,True
BTC/USDT,15m,2025-06-16 03:45:00,BUY,105921.84,106024.73,True
BTC/USDT,15m,2025-06-16 04:00:00,BUY,106024.73,106226.1,True
BTC/USDT,15m,2025-06-16 04:15:00,BUY,106226.1,106290.94,True
BTC/USDT,15m,2025-06-16 04:30:00,BUY,106290.94,106386.0,True
BTC/USDT,15m,2025-06-16 04:45:00,BUY,106386.0,106368.24,False
BTC/USDT,15m,2025-06-16 05:00:00,BUY,106368.24,106689.91,True
BTC/USDT,15m,2025-06-16 05:15:00,BUY,106689.91,106527.53,False
BTC/USDT,15m,2025-06-16 05:30:00,BUY,106527.53,106559.98,True
BTC/USDT,15m,2025-06-16 05:45:00,BUY,106559.98,106600.55,True
BTC/USDT,15m,2025-06-16 06:00:00,BUY,106600.55,106712.05,True
BTC/USDT,15m,2025-06-16 06:15:00,BUY,106712.05,106659.31,False
BTC/USDT,15m,2025-06-16 06:30:00,BUY,106659.31,106586.01,False
BTC/USDT,15m,2025-06-16 06:45:00,BUY,106586.01,106695.83,True
BTC/USDT,15m,2025-06-16 07:00:00,BUY,106695.83,106862.03,True
