symbol,timeframe,timestamp,price,next_close,success
ADA/USDT,2h,2025-05-26 14:00:00,0.7686,0.7535,False
ADA/USDT,2h,2025-05-26 16:00:00,0.7535,0.7543,True
ADA/USDT,2h,2025-05-27 08:00:00,0.7678,0.7694,True
ADA/USDT,2h,2025-05-27 14:00:00,0.7676,0.771,True
ADA/USDT,2h,2025-05-27 16:00:00,0.771,0.7638,False
ADA/USDT,2h,2025-05-29 10:00:00,0.7561,0.743,False
ADA/USDT,2h,2025-06-01 04:00:00,0.6796,0.6733,False
ADA/USDT,2h,2025-06-01 06:00:00,0.6733,0.6579,False
ADA/USDT,2h,2025-06-01 14:00:00,0.6751,0.6824,True
ADA/USDT,2h,2025-06-01 16:00:00,0.6824,0.6787,False
ADA/USDT,2h,2025-06-01 20:00:00,0.6825,0.6855,True
ADA/USDT,2h,2025-06-02 04:00:00,0.6786,0.6791,True
ADA/USDT,2h,2025-06-02 06:00:00,0.6791,0.6686,False
ADA/USDT,2h,2025-06-02 12:00:00,0.6698,0.6743,True
ADA/USDT,2h,2025-06-02 14:00:00,0.6743,0.6741,False
ADA/USDT,2h,2025-06-02 16:00:00,0.6741,0.6733,False
ADA/USDT,2h,2025-06-02 20:00:00,0.6843,0.6896,True
ADA/USDT,2h,2025-06-02 22:00:00,0.6896,0.7041,True
ADA/USDT,2h,2025-06-03 00:00:00,0.7041,0.6938,False
ADA/USDT,2h,2025-06-03 02:00:00,0.6938,0.6957,True
ADA/USDT,2h,2025-06-03 04:00:00,0.6957,0.6931,False
ADA/USDT,2h,2025-06-03 06:00:00,0.6931,0.6943,True
ADA/USDT,2h,2025-06-03 08:00:00,0.6943,0.6918,False
ADA/USDT,2h,2025-06-03 10:00:00,0.6918,0.6891,False
ADA/USDT,2h,2025-06-03 12:00:00,0.6891,0.6934,True
ADA/USDT,2h,2025-06-03 14:00:00,0.6934,0.6891,False
ADA/USDT,2h,2025-06-03 16:00:00,0.6891,0.691,True
ADA/USDT,2h,2025-06-03 18:00:00,0.691,0.6775,False
ADA/USDT,2h,2025-06-04 02:00:00,0.6957,0.6915,False
ADA/USDT,2h,2025-06-04 06:00:00,0.6961,0.6991,True
ADA/USDT,2h,2025-06-04 08:00:00,0.6991,0.6929,False
ADA/USDT,2h,2025-06-06 22:00:00,0.6554,0.6555,True
ADA/USDT,2h,2025-06-07 00:00:00,0.6555,0.662,True
ADA/USDT,2h,2025-06-07 02:00:00,0.662,0.6641,True
ADA/USDT,2h,2025-06-07 04:00:00,0.6641,0.6689,True
ADA/USDT,2h,2025-06-07 06:00:00,0.6689,0.6649,False
ADA/USDT,2h,2025-06-07 08:00:00,0.6649,0.6681,True
ADA/USDT,2h,2025-06-07 10:00:00,0.6681,0.6691,True
ADA/USDT,2h,2025-06-07 12:00:00,0.6691,0.6662,False
ADA/USDT,2h,2025-06-07 14:00:00,0.6662,0.6622,False
ADA/USDT,2h,2025-06-07 16:00:00,0.6622,0.6641,True
ADA/USDT,2h,2025-06-07 20:00:00,0.6692,0.6645,False
ADA/USDT,2h,2025-06-07 22:00:00,0.6645,0.6612,False
ADA/USDT,2h,2025-06-08 02:00:00,0.6581,0.6583,True
ADA/USDT,2h,2025-06-08 12:00:00,0.6694,0.67,True
ADA/USDT,2h,2025-06-08 14:00:00,0.67,0.6708,True
ADA/USDT,2h,2025-06-08 16:00:00,0.6708,0.6744,True
ADA/USDT,2h,2025-06-08 18:00:00,0.6744,0.6759,True
ADA/USDT,2h,2025-06-08 20:00:00,0.6759,0.6703,False
ADA/USDT,2h,2025-06-08 22:00:00,0.6703,0.6652,False
ADA/USDT,2h,2025-06-09 10:00:00,0.6758,0.6659,False
ADA/USDT,2h,2025-06-09 12:00:00,0.6659,0.6737,True
ADA/USDT,2h,2025-06-09 14:00:00,0.6737,0.6826,True
ADA/USDT,2h,2025-06-09 16:00:00,0.6826,0.6814,False
ADA/USDT,2h,2025-06-09 18:00:00,0.6814,0.6981,True
ADA/USDT,2h,2025-06-09 20:00:00,0.6981,0.7049,True
ADA/USDT,2h,2025-06-09 22:00:00,0.7049,0.7127,True
ADA/USDT,2h,2025-06-10 00:00:00,0.7127,0.7059,False
ADA/USDT,2h,2025-06-10 02:00:00,0.7059,0.6978,False
ADA/USDT,2h,2025-06-10 04:00:00,0.6978,0.6964,False
ADA/USDT,2h,2025-06-10 06:00:00,0.6964,0.6954,False
ADA/USDT,2h,2025-06-10 08:00:00,0.6954,0.7048,True
ADA/USDT,2h,2025-06-10 10:00:00,0.7048,0.7018,False
ADA/USDT,2h,2025-06-10 12:00:00,0.7018,0.6959,False
ADA/USDT,2h,2025-06-10 14:00:00,0.6959,0.7018,True
ADA/USDT,2h,2025-06-10 16:00:00,0.7018,0.7087,True
ADA/USDT,2h,2025-06-10 18:00:00,0.7087,0.709,True
ADA/USDT,2h,2025-06-10 20:00:00,0.709,0.7167,True
ADA/USDT,2h,2025-06-10 22:00:00,0.7167,0.7109,False
ADA/USDT,2h,2025-06-11 00:00:00,0.7109,0.7201,True
ADA/USDT,2h,2025-06-11 02:00:00,0.7201,0.7195,False
ADA/USDT,2h,2025-06-11 04:00:00,0.7195,0.7236,True
ADA/USDT,2h,2025-06-11 06:00:00,0.7236,0.7132,False
ADA/USDT,2h,2025-06-11 08:00:00,0.7132,0.7148,True
ADA/USDT,2h,2025-06-11 14:00:00,0.7257,0.7105,False
ADA/USDT,2h,2025-06-14 04:00:00,0.6383,0.6365,False
ADA/USDT,2h,2025-06-14 06:00:00,0.6365,0.6324,False
ADA/USDT,2h,2025-06-14 08:00:00,0.6324,0.6361,True
ADA/USDT,2h,2025-06-14 10:00:00,0.6361,0.6341,False
ADA/USDT,2h,2025-06-14 12:00:00,0.6341,0.6285,False
ADA/USDT,2h,2025-06-15 18:00:00,0.6297,0.6269,False
ADA/USDT,2h,2025-06-15 20:00:00,0.6269,0.6334,True
ADA/USDT,2h,2025-06-15 22:00:00,0.6334,0.6373,True
ADA/USDT,2h,2025-06-16 00:00:00,0.6373,0.6369,False
ADA/USDT,2h,2025-06-16 02:00:00,0.6369,0.6442,True
ADA/USDT,2h,2025-06-16 04:00:00,0.6442,0.6491,True
ADA/USDT,2h,2025-06-16 06:00:00,0.6491,0.6446,False
ADA/USDT,2h,2025-06-16 08:00:00,0.6446,0.6461,True
ADA/USDT,2h,2025-06-16 10:00:00,0.6461,0.6492,True
ADA/USDT,2h,2025-06-16 12:00:00,0.6492,0.6492,False
ADA/USDT,2h,2025-06-16 14:00:00,0.6492,0.6516,True
ADA/USDT,2h,2025-06-16 16:00:00,0.6516,0.6551,True
ADA/USDT,2h,2025-06-16 18:00:00,0.6551,0.6536,False
ADA/USDT,2h,2025-06-16 20:00:00,0.6536,0.6303,False
ADA/USDT,2h,2025-06-16 22:00:00,0.6303,0.635,True
