symbol,timeframe,timestamp,price,next_close,success
DASH/USDT,1m,2025-06-19 05:19:00,19.96,19.96,False
DASH/USDT,1m,2025-06-19 05:20:00,19.96,19.96,False
DASH/USDT,1m,2025-06-19 05:21:00,19.96,19.96,False
DASH/USDT,1m,2025-06-19 05:22:00,19.96,19.96,False
DASH/USDT,1m,2025-06-19 05:23:00,19.96,19.96,False
DASH/USDT,1m,2025-06-19 05:24:00,19.96,19.96,False
DASH/USDT,1m,2025-06-19 05:25:00,19.96,19.92,False
DASH/USDT,1m,2025-06-19 06:05:00,19.92,19.92,False
DASH/USDT,1m,2025-06-19 06:06:00,19.92,19.92,False
DASH/USDT,1m,2025-06-19 06:07:00,19.92,19.92,False
DASH/USDT,1m,2025-06-19 06:08:00,19.92,19.91,False
DASH/USDT,1m,2025-06-19 06:09:00,19.91,19.91,False
DASH/USDT,1m,2025-06-19 06:10:00,19.91,19.91,False
DASH/USDT,1m,2025-06-19 06:11:00,19.91,19.91,False
DASH/USDT,1m,2025-06-19 06:12:00,19.91,19.9,False
DASH/USDT,1m,2025-06-19 06:35:00,19.86,19.86,False
DASH/USDT,1m,2025-06-19 06:38:00,19.88,19.88,False
DASH/USDT,1m,2025-06-19 06:39:00,19.88,19.88,False
DASH/USDT,1m,2025-06-19 06:40:00,19.88,19.86,False
DASH/USDT,1m,2025-06-19 06:41:00,19.86,19.86,False
DASH/USDT,1m,2025-06-19 06:42:00,19.86,19.86,False
DASH/USDT,1m,2025-06-19 06:43:00,19.86,19.86,False
DASH/USDT,1m,2025-06-19 06:44:00,19.86,19.86,False
DASH/USDT,1m,2025-06-19 06:45:00,19.86,19.85,False
DASH/USDT,1m,2025-06-19 06:49:00,19.87,19.87,False
DASH/USDT,1m,2025-06-19 06:50:00,19.87,19.85,False
DASH/USDT,1m,2025-06-19 07:01:00,19.87,19.88,True
DASH/USDT,1m,2025-06-19 07:02:00,19.88,19.91,True
DASH/USDT,1m,2025-06-19 07:03:00,19.91,19.91,False
DASH/USDT,1m,2025-06-19 07:04:00,19.91,19.91,False
DASH/USDT,1m,2025-06-19 07:05:00,19.91,19.89,False
DASH/USDT,1m,2025-06-19 07:06:00,19.89,19.89,False
DASH/USDT,1m,2025-06-19 07:07:00,19.89,19.89,False
DASH/USDT,1m,2025-06-19 07:08:00,19.89,19.89,False
DASH/USDT,1m,2025-06-19 07:09:00,19.89,19.89,False
DASH/USDT,1m,2025-06-19 07:10:00,19.89,19.89,False
DASH/USDT,1m,2025-06-19 07:11:00,19.89,19.9,True
DASH/USDT,1m,2025-06-19 07:12:00,19.9,19.9,False
DASH/USDT,1m,2025-06-19 07:13:00,19.9,19.9,False
DASH/USDT,1m,2025-06-19 07:14:00,19.9,19.92,True
DASH/USDT,1m,2025-06-19 07:15:00,19.92,19.92,False
DASH/USDT,1m,2025-06-19 07:16:00,19.92,19.89,False
DASH/USDT,1m,2025-06-19 07:40:00,19.85,19.85,False
DASH/USDT,1m,2025-06-19 07:59:00,19.81,19.81,False
DASH/USDT,1m,2025-06-19 08:00:00,19.81,19.82,True
DASH/USDT,1m,2025-06-19 08:01:00,19.82,19.83,True
DASH/USDT,1m,2025-06-19 08:02:00,19.83,19.84,True
DASH/USDT,1m,2025-06-19 08:03:00,19.84,19.85,True
DASH/USDT,1m,2025-06-19 08:04:00,19.85,19.85,False
DASH/USDT,1m,2025-06-19 08:05:00,19.85,19.85,False
DASH/USDT,1m,2025-06-19 08:06:00,19.85,19.86,True
DASH/USDT,1m,2025-06-19 08:07:00,19.86,19.87,True
DASH/USDT,1m,2025-06-19 08:08:00,19.87,19.87,False
DASH/USDT,1m,2025-06-19 08:09:00,19.87,19.87,False
DASH/USDT,1m,2025-06-19 08:10:00,19.87,19.88,True
DASH/USDT,1m,2025-06-19 08:11:00,19.88,19.88,False
DASH/USDT,1m,2025-06-19 08:12:00,19.88,19.88,False
DASH/USDT,1m,2025-06-19 08:13:00,19.88,19.87,False
DASH/USDT,1m,2025-06-19 08:14:00,19.87,19.87,False
DASH/USDT,1m,2025-06-19 08:15:00,19.87,19.86,False
DASH/USDT,1m,2025-06-19 08:16:00,19.86,19.86,False
DASH/USDT,1m,2025-06-19 08:17:00,19.86,19.85,False
DASH/USDT,1m,2025-06-19 08:35:00,19.85,19.87,True
DASH/USDT,1m,2025-06-19 08:36:00,19.87,19.86,False
DASH/USDT,1m,2025-06-19 08:37:00,19.86,19.87,True
DASH/USDT,1m,2025-06-19 08:38:00,19.87,19.87,False
DASH/USDT,1m,2025-06-19 08:39:00,19.87,19.87,False
DASH/USDT,1m,2025-06-19 08:40:00,19.87,19.87,False
DASH/USDT,1m,2025-06-19 08:41:00,19.87,19.87,False
DASH/USDT,1m,2025-06-19 08:42:00,19.87,19.87,False
DASH/USDT,1m,2025-06-19 08:43:00,19.87,19.87,False
DASH/USDT,1m,2025-06-19 08:44:00,19.87,19.88,True
DASH/USDT,1m,2025-06-19 08:45:00,19.88,19.88,False
DASH/USDT,1m,2025-06-19 08:46:00,19.88,19.87,False
DASH/USDT,1m,2025-06-19 08:47:00,19.87,19.88,True
