symbol,timeframe,timestamp,price,next_close,success
TRX/USDT,3m,2025-06-18 19:45:00,0.2716,0.2717,True
TRX/USDT,3m,2025-06-18 19:48:00,0.2717,0.2717,False
TRX/USDT,3m,2025-06-18 19:51:00,0.2717,0.2718,True
TRX/USDT,3m,2025-06-18 19:54:00,0.2718,0.2713,False
TRX/USDT,3m,2025-06-18 20:18:00,0.2717,0.2717,False
TRX/USDT,3m,2025-06-18 20:27:00,0.2718,0.2719,True
TRX/USDT,3m,2025-06-18 20:30:00,0.2719,0.272,True
TRX/USDT,3m,2025-06-18 20:33:00,0.272,0.2725,True
TRX/USDT,3m,2025-06-18 20:36:00,0.2725,0.2725,False
TRX/USDT,3m,2025-06-18 20:39:00,0.2725,0.2726,True
TRX/USDT,3m,2025-06-18 20:42:00,0.2726,0.2726,False
TRX/USDT,3m,2025-06-18 20:45:00,0.2726,0.2727,True
TRX/USDT,3m,2025-06-18 20:48:00,0.2727,0.2727,False
TRX/USDT,3m,2025-06-18 20:51:00,0.2727,0.2724,False
TRX/USDT,3m,2025-06-18 20:54:00,0.2724,0.2725,True
TRX/USDT,3m,2025-06-18 20:57:00,0.2725,0.2726,True
TRX/USDT,3m,2025-06-18 21:00:00,0.2726,0.2725,False
TRX/USDT,3m,2025-06-18 21:03:00,0.2725,0.2723,False
TRX/USDT,3m,2025-06-18 21:24:00,0.2728,0.2729,True
TRX/USDT,3m,2025-06-18 21:27:00,0.2729,0.2729,False
TRX/USDT,3m,2025-06-18 21:30:00,0.2729,0.2728,False
TRX/USDT,3m,2025-06-18 21:33:00,0.2728,0.2729,True
TRX/USDT,3m,2025-06-18 21:36:00,0.2729,0.2728,False
TRX/USDT,3m,2025-06-18 21:57:00,0.2733,0.2734,True
TRX/USDT,3m,2025-06-18 22:00:00,0.2734,0.2733,False
TRX/USDT,3m,2025-06-18 22:03:00,0.2733,0.2734,True
TRX/USDT,3m,2025-06-18 22:06:00,0.2734,0.2732,False
TRX/USDT,3m,2025-06-18 22:09:00,0.2732,0.2732,False
TRX/USDT,3m,2025-06-18 22:12:00,0.2732,0.2732,False
TRX/USDT,3m,2025-06-19 00:27:00,0.2732,0.2733,True
TRX/USDT,3m,2025-06-19 00:30:00,0.2733,0.2731,False
TRX/USDT,3m,2025-06-19 01:42:00,0.273,0.2731,True
TRX/USDT,3m,2025-06-19 01:45:00,0.2731,0.273,False
TRX/USDT,3m,2025-06-19 01:48:00,0.273,0.2727,False
TRX/USDT,3m,2025-06-19 01:51:00,0.2727,0.2728,True
TRX/USDT,3m,2025-06-19 01:54:00,0.2728,0.2727,False
TRX/USDT,3m,2025-06-19 01:57:00,0.2727,0.2728,True
TRX/USDT,3m,2025-06-19 02:00:00,0.2728,0.2727,False
TRX/USDT,3m,2025-06-19 02:03:00,0.2727,0.2727,False
TRX/USDT,3m,2025-06-19 02:06:00,0.2727,0.2729,True
TRX/USDT,3m,2025-06-19 02:09:00,0.2729,0.2728,False
TRX/USDT,3m,2025-06-19 02:12:00,0.2728,0.2729,True
TRX/USDT,3m,2025-06-19 02:15:00,0.2729,0.2732,True
TRX/USDT,3m,2025-06-19 02:18:00,0.2732,0.2735,True
TRX/USDT,3m,2025-06-19 02:21:00,0.2735,0.2737,True
TRX/USDT,3m,2025-06-19 02:24:00,0.2737,0.2738,True
TRX/USDT,3m,2025-06-19 02:27:00,0.2738,0.2737,False
TRX/USDT,3m,2025-06-19 02:30:00,0.2737,0.2737,False
TRX/USDT,3m,2025-06-19 02:33:00,0.2737,0.2738,True
TRX/USDT,3m,2025-06-19 02:36:00,0.2738,0.2739,True
TRX/USDT,3m,2025-06-19 02:39:00,0.2739,0.274,True
TRX/USDT,3m,2025-06-19 02:42:00,0.274,0.274,False
TRX/USDT,3m,2025-06-19 02:45:00,0.274,0.2739,False
TRX/USDT,3m,2025-06-19 02:48:00,0.2739,0.2741,True
TRX/USDT,3m,2025-06-19 02:51:00,0.2741,0.274,False
TRX/USDT,3m,2025-06-19 02:54:00,0.274,0.2741,True
TRX/USDT,3m,2025-06-19 02:57:00,0.2741,0.2742,True
TRX/USDT,3m,2025-06-19 03:00:00,0.2742,0.2745,True
TRX/USDT,3m,2025-06-19 03:03:00,0.2745,0.2743,False
TRX/USDT,3m,2025-06-19 03:06:00,0.2743,0.2744,True
TRX/USDT,3m,2025-06-19 03:09:00,0.2744,0.2744,False
TRX/USDT,3m,2025-06-19 03:12:00,0.2744,0.2742,False
TRX/USDT,3m,2025-06-19 03:15:00,0.2742,0.2742,False
TRX/USDT,3m,2025-06-19 04:09:00,0.2742,0.2743,True
TRX/USDT,3m,2025-06-19 04:12:00,0.2743,0.2745,True
TRX/USDT,3m,2025-06-19 04:15:00,0.2745,0.2745,False
TRX/USDT,3m,2025-06-19 04:18:00,0.2745,0.2745,False
TRX/USDT,3m,2025-06-19 04:21:00,0.2745,0.2744,False
TRX/USDT,3m,2025-06-19 04:24:00,0.2744,0.2744,False
TRX/USDT,3m,2025-06-19 04:27:00,0.2744,0.2744,False
TRX/USDT,3m,2025-06-19 04:30:00,0.2744,0.2743,False
TRX/USDT,3m,2025-06-19 04:33:00,0.2743,0.2742,False
TRX/USDT,3m,2025-06-19 04:54:00,0.2745,0.2747,True
TRX/USDT,3m,2025-06-19 04:57:00,0.2747,0.2748,True
TRX/USDT,3m,2025-06-19 05:00:00,0.2748,0.2749,True
TRX/USDT,3m,2025-06-19 05:03:00,0.2749,0.2748,False
TRX/USDT,3m,2025-06-19 05:06:00,0.2748,0.2747,False
TRX/USDT,3m,2025-06-19 05:09:00,0.2747,0.2748,True
TRX/USDT,3m,2025-06-19 05:12:00,0.2748,0.2749,True
TRX/USDT,3m,2025-06-19 05:15:00,0.2749,0.275,True
TRX/USDT,3m,2025-06-19 05:18:00,0.275,0.275,False
TRX/USDT,3m,2025-06-19 05:21:00,0.275,0.2751,True
TRX/USDT,3m,2025-06-19 05:24:00,0.2751,0.275,False
TRX/USDT,3m,2025-06-19 05:27:00,0.275,0.2748,False
TRX/USDT,3m,2025-06-19 05:30:00,0.2748,0.275,True
TRX/USDT,3m,2025-06-19 05:33:00,0.275,0.2749,False
TRX/USDT,3m,2025-06-19 06:42:00,0.2745,0.2744,False
TRX/USDT,3m,2025-06-19 06:51:00,0.2746,0.2745,False
TRX/USDT,3m,2025-06-19 06:54:00,0.2745,0.2745,False
TRX/USDT,3m,2025-06-19 06:57:00,0.2745,0.2748,True
TRX/USDT,3m,2025-06-19 07:00:00,0.2748,0.2749,True
TRX/USDT,3m,2025-06-19 07:03:00,0.2749,0.275,True
TRX/USDT,3m,2025-06-19 07:06:00,0.275,0.2749,False
TRX/USDT,3m,2025-06-19 07:09:00,0.2749,0.275,True
TRX/USDT,3m,2025-06-19 07:12:00,0.275,0.275,False
TRX/USDT,3m,2025-06-19 07:15:00,0.275,0.275,False
TRX/USDT,3m,2025-06-19 07:18:00,0.275,0.2751,True
TRX/USDT,3m,2025-06-19 07:21:00,0.2751,0.2749,False
TRX/USDT,3m,2025-06-19 07:24:00,0.2749,0.2749,False
TRX/USDT,3m,2025-06-19 07:27:00,0.2749,0.275,True
TRX/USDT,3m,2025-06-19 07:30:00,0.275,0.2749,False
TRX/USDT,3m,2025-06-19 07:33:00,0.2749,0.2751,True
TRX/USDT,3m,2025-06-19 07:36:00,0.2751,0.2751,False
TRX/USDT,3m,2025-06-19 07:39:00,0.2751,0.2752,True
TRX/USDT,3m,2025-06-19 07:42:00,0.2752,0.2752,False
TRX/USDT,3m,2025-06-19 07:45:00,0.2752,0.2753,True
TRX/USDT,3m,2025-06-19 07:48:00,0.2753,0.2753,False
TRX/USDT,3m,2025-06-19 07:51:00,0.2753,0.2753,False
TRX/USDT,3m,2025-06-19 07:54:00,0.2753,0.2753,False
TRX/USDT,3m,2025-06-19 07:57:00,0.2753,0.2756,True
TRX/USDT,3m,2025-06-19 08:00:00,0.2756,0.2757,True
TRX/USDT,3m,2025-06-19 08:03:00,0.2757,0.2759,True
TRX/USDT,3m,2025-06-19 08:06:00,0.2759,0.2761,True
TRX/USDT,3m,2025-06-19 08:09:00,0.2761,0.2761,False
TRX/USDT,3m,2025-06-19 08:12:00,0.2761,0.276,False
TRX/USDT,3m,2025-06-19 08:15:00,0.276,0.2761,True
TRX/USDT,3m,2025-06-19 08:18:00,0.2761,0.276,False
TRX/USDT,3m,2025-06-19 08:21:00,0.276,0.2759,False
TRX/USDT,3m,2025-06-19 08:24:00,0.2759,0.2759,False
TRX/USDT,3m,2025-06-19 08:27:00,0.2759,0.2758,False
