symbol,timeframe,timestamp,price,next_close,success
IOTA/USDT,1m,2025-07-01 01:34:00,0.1597,0.1597,False
IOTA/USDT,1m,2025-07-01 01:35:00,0.1597,0.1596,False
IOTA/USDT,1m,2025-07-01 01:36:00,0.1596,0.1597,True
IOTA/USDT,1m,2025-07-01 01:37:00,0.1597,0.1596,False
IOTA/USDT,1m,2025-07-01 01:39:00,0.1595,0.1595,False
IOTA/USDT,1m,2025-07-01 01:40:00,0.1595,0.1593,False
IOTA/USDT,1m,2025-07-01 02:05:00,0.1591,0.1592,True
IOTA/USDT,1m,2025-07-01 02:06:00,0.1592,0.1591,False
IOTA/USDT,1m,2025-07-01 02:07:00,0.1591,0.1592,True
IOTA/USDT,1m,2025-07-01 02:08:00,0.1592,0.1592,False
IOTA/USDT,1m,2025-07-01 02:09:00,0.1592,0.1591,False
IOTA/USDT,1m,2025-07-01 02:10:00,0.1591,0.1592,True
IOTA/USDT,1m,2025-07-01 02:11:00,0.1592,0.1593,True
IOTA/USDT,1m,2025-07-01 02:12:00,0.1593,0.1589,False
IOTA/USDT,1m,2025-07-01 02:14:00,0.1589,0.1588,False
IOTA/USDT,1m,2025-07-01 02:17:00,0.1592,0.1593,True
IOTA/USDT,1m,2025-07-01 02:18:00,0.1593,0.1592,False
IOTA/USDT,1m,2025-07-01 02:19:00,0.1592,0.1591,False
IOTA/USDT,1m,2025-07-01 02:24:00,0.1592,0.1593,True
IOTA/USDT,1m,2025-07-01 02:25:00,0.1593,0.1592,False
IOTA/USDT,1m,2025-07-01 02:27:00,0.1593,0.1593,False
IOTA/USDT,1m,2025-07-01 02:28:00,0.1593,0.1593,False
IOTA/USDT,1m,2025-07-01 02:29:00,0.1593,0.1596,True
IOTA/USDT,1m,2025-07-01 02:30:00,0.1596,0.1596,False
IOTA/USDT,1m,2025-07-01 02:31:00,0.1596,0.1593,False
IOTA/USDT,1m,2025-07-01 02:33:00,0.1595,0.1594,False
IOTA/USDT,1m,2025-07-01 02:34:00,0.1594,0.1592,False
IOTA/USDT,1m,2025-07-01 02:35:00,0.1592,0.1593,True
IOTA/USDT,1m,2025-07-01 03:12:00,0.1583,0.1583,False
IOTA/USDT,1m,2025-07-01 03:13:00,0.1583,0.1582,False
IOTA/USDT,1m,2025-07-01 03:15:00,0.1583,0.1585,True
IOTA/USDT,1m,2025-07-01 03:16:00,0.1585,0.1584,False
IOTA/USDT,1m,2025-07-01 03:17:00,0.1584,0.1583,False
IOTA/USDT,1m,2025-07-01 03:18:00,0.1583,0.1584,True
IOTA/USDT,1m,2025-07-01 03:19:00,0.1584,0.1584,False
IOTA/USDT,1m,2025-07-01 03:20:00,0.1584,0.1584,False
IOTA/USDT,1m,2025-07-01 03:21:00,0.1584,0.1583,False
IOTA/USDT,1m,2025-07-01 03:22:00,0.1583,0.1586,True
IOTA/USDT,1m,2025-07-01 03:23:00,0.1586,0.1586,False
IOTA/USDT,1m,2025-07-01 03:24:00,0.1586,0.1585,False
IOTA/USDT,1m,2025-07-01 03:25:00,0.1585,0.1585,False
IOTA/USDT,1m,2025-07-01 03:26:00,0.1585,0.1585,False
IOTA/USDT,1m,2025-07-01 03:27:00,0.1585,0.1585,False
IOTA/USDT,1m,2025-07-01 03:28:00,0.1585,0.1586,True
IOTA/USDT,1m,2025-07-01 03:29:00,0.1586,0.1586,False
IOTA/USDT,1m,2025-07-01 03:30:00,0.1586,0.1584,False
IOTA/USDT,1m,2025-07-01 03:32:00,0.1584,0.1584,False
IOTA/USDT,1m,2025-07-01 03:40:00,0.1586,0.1586,False
IOTA/USDT,1m,2025-07-01 03:41:00,0.1586,0.1585,False
IOTA/USDT,1m,2025-07-01 03:59:00,0.1584,0.1583,False
IOTA/USDT,1m,2025-07-01 04:00:00,0.1583,0.1584,True
IOTA/USDT,1m,2025-07-01 04:01:00,0.1584,0.1582,False
IOTA/USDT,1m,2025-07-01 04:02:00,0.1582,0.1577,False
IOTA/USDT,1m,2025-07-01 04:21:00,0.158,0.1578,False
IOTA/USDT,1m,2025-07-01 04:22:00,0.1578,0.1578,False
IOTA/USDT,1m,2025-07-01 04:24:00,0.1579,0.1577,False
IOTA/USDT,1m,2025-07-01 05:32:00,0.1559,0.1558,False
IOTA/USDT,1m,2025-07-01 05:34:00,0.1557,0.1555,False
IOTA/USDT,1m,2025-07-01 05:38:00,0.1558,0.1557,False
IOTA/USDT,1m,2025-07-01 05:39:00,0.1557,0.1556,False
IOTA/USDT,1m,2025-07-01 05:40:00,0.1556,0.1556,False
IOTA/USDT,1m,2025-07-01 05:42:00,0.1557,0.1559,True
IOTA/USDT,1m,2025-07-01 05:43:00,0.1559,0.1559,False
IOTA/USDT,1m,2025-07-01 05:44:00,0.1559,0.1556,False
IOTA/USDT,1m,2025-07-01 05:47:00,0.1561,0.1562,True
IOTA/USDT,1m,2025-07-01 05:48:00,0.1562,0.1563,True
IOTA/USDT,1m,2025-07-01 05:49:00,0.1563,0.156,False
IOTA/USDT,1m,2025-07-01 05:50:00,0.156,0.1561,True
IOTA/USDT,1m,2025-07-01 05:51:00,0.1561,0.1562,True
IOTA/USDT,1m,2025-07-01 05:52:00,0.1562,0.1562,False
IOTA/USDT,1m,2025-07-01 05:53:00,0.1562,0.156,False
IOTA/USDT,1m,2025-07-01 05:54:00,0.156,0.1562,True
IOTA/USDT,1m,2025-07-01 05:55:00,0.1562,0.1562,False
IOTA/USDT,1m,2025-07-01 05:56:00,0.1562,0.1562,False
IOTA/USDT,1m,2025-07-01 05:57:00,0.1562,0.156,False
IOTA/USDT,1m,2025-07-01 05:58:00,0.156,0.156,False
IOTA/USDT,1m,2025-07-01 05:59:00,0.156,0.1558,False
