symbol,timeframe,timestamp,price,next_close,success
ZEC/USDT,4h,2025-05-02 16:00:00,36.27,36.28,True
ZEC/USDT,4h,2025-05-02 20:00:00,36.28,36.15,False
ZEC/USDT,4h,2025-05-05 12:00:00,36.65,36.76,True
ZEC/USDT,4h,2025-05-05 16:00:00,36.76,36.56,False
ZEC/USDT,4h,2025-05-05 20:00:00,36.56,36.12,False
ZEC/USDT,4h,2025-05-06 00:00:00,36.12,36.03,False
ZEC/USDT,4h,2025-05-06 04:00:00,36.03,35.54,False
ZEC/USDT,4h,2025-05-06 12:00:00,35.75,36.29,True
ZEC/USDT,4h,2025-05-06 16:00:00,36.29,38.09,True
ZEC/USDT,4h,2025-05-06 20:00:00,38.09,38.1,True
ZEC/USDT,4h,2025-05-07 00:00:00,38.1,37.77,False
ZEC/USDT,4h,2025-05-07 04:00:00,37.77,37.48,False
ZEC/USDT,4h,2025-05-07 08:00:00,37.48,38.32,True
ZEC/USDT,4h,2025-05-07 12:00:00,38.32,39.8,True
ZEC/USDT,4h,2025-05-07 16:00:00,39.8,40.49,True
ZEC/USDT,4h,2025-05-07 20:00:00,40.49,40.47,False
ZEC/USDT,4h,2025-05-08 00:00:00,40.47,40.29,False
ZEC/USDT,4h,2025-05-08 04:00:00,40.29,40.27,False
ZEC/USDT,4h,2025-05-08 08:00:00,40.27,41.03,True
ZEC/USDT,4h,2025-05-08 12:00:00,41.03,40.84,False
ZEC/USDT,4h,2025-05-08 16:00:00,40.84,42.0,True
ZEC/USDT,4h,2025-05-08 20:00:00,42.0,41.35,False
ZEC/USDT,4h,2025-05-09 00:00:00,41.35,42.18,True
ZEC/USDT,4h,2025-05-09 04:00:00,42.18,42.58,True
ZEC/USDT,4h,2025-05-09 08:00:00,42.58,41.85,False
ZEC/USDT,4h,2025-05-09 12:00:00,41.85,41.73,False
ZEC/USDT,4h,2025-05-09 16:00:00,41.73,41.88,True
ZEC/USDT,4h,2025-05-09 20:00:00,41.88,42.55,True
ZEC/USDT,4h,2025-05-10 00:00:00,42.55,42.76,True
ZEC/USDT,4h,2025-05-10 04:00:00,42.76,41.9,False
ZEC/USDT,4h,2025-05-12 00:00:00,44.49,44.54,True
ZEC/USDT,4h,2025-05-12 04:00:00,44.54,43.57,False
ZEC/USDT,4h,2025-05-12 08:00:00,43.57,43.01,False
ZEC/USDT,4h,2025-05-18 12:00:00,42.05,40.1,False
ZEC/USDT,4h,2025-05-18 20:00:00,41.41,39.61,False
ZEC/USDT,4h,2025-05-19 12:00:00,41.13,40.64,False
ZEC/USDT,4h,2025-05-20 00:00:00,40.66,40.1,False
ZEC/USDT,4h,2025-05-21 00:00:00,41.5,41.29,False
ZEC/USDT,4h,2025-05-21 08:00:00,41.24,41.69,True
ZEC/USDT,4h,2025-05-21 12:00:00,41.69,42.01,True
ZEC/USDT,4h,2025-05-21 16:00:00,42.01,42.96,True
ZEC/USDT,4h,2025-05-21 20:00:00,42.96,43.46,True
ZEC/USDT,4h,2025-05-22 00:00:00,43.46,43.48,True
ZEC/USDT,4h,2025-05-22 04:00:00,43.48,44.21,True
ZEC/USDT,4h,2025-05-22 08:00:00,44.21,47.26,True
ZEC/USDT,4h,2025-05-22 12:00:00,47.26,49.73,True
ZEC/USDT,4h,2025-05-22 16:00:00,49.73,48.97,False
ZEC/USDT,4h,2025-05-22 20:00:00,48.97,49.67,True
ZEC/USDT,4h,2025-05-23 00:00:00,49.67,47.8,False
ZEC/USDT,4h,2025-05-23 04:00:00,47.8,47.47,False
ZEC/USDT,4h,2025-05-23 08:00:00,47.47,48.28,True
ZEC/USDT,4h,2025-05-23 12:00:00,48.28,47.93,False
ZEC/USDT,4h,2025-05-23 16:00:00,47.93,46.91,False
ZEC/USDT,4h,2025-05-23 20:00:00,46.91,47.35,True
ZEC/USDT,4h,2025-05-24 00:00:00,47.35,47.35,False
ZEC/USDT,4h,2025-05-25 16:00:00,51.92,54.58,True
ZEC/USDT,4h,2025-05-25 20:00:00,54.58,51.48,False
ZEC/USDT,4h,2025-05-26 00:00:00,51.48,51.72,True
ZEC/USDT,4h,2025-05-26 04:00:00,51.72,53.1,True
ZEC/USDT,4h,2025-05-26 08:00:00,53.1,53.93,True
ZEC/USDT,4h,2025-05-26 12:00:00,53.93,55.05,True
ZEC/USDT,4h,2025-05-26 16:00:00,55.05,54.33,False
ZEC/USDT,4h,2025-05-26 20:00:00,54.33,53.77,False
ZEC/USDT,4h,2025-05-27 00:00:00,53.77,54.22,True
ZEC/USDT,4h,2025-05-27 04:00:00,54.22,53.16,False
ZEC/USDT,4h,2025-06-01 20:00:00,53.1,52.42,False
ZEC/USDT,4h,2025-06-02 00:00:00,52.42,53.39,True
ZEC/USDT,4h,2025-06-02 04:00:00,53.39,52.86,False
ZEC/USDT,4h,2025-06-02 08:00:00,52.86,52.93,True
ZEC/USDT,4h,2025-06-02 12:00:00,52.93,52.67,False
ZEC/USDT,4h,2025-06-02 16:00:00,52.67,54.0,True
ZEC/USDT,4h,2025-06-02 20:00:00,54.0,54.79,True
ZEC/USDT,4h,2025-06-03 00:00:00,54.79,54.1,False
ZEC/USDT,4h,2025-06-03 04:00:00,54.1,53.07,False
ZEC/USDT,4h,2025-06-03 08:00:00,53.07,53.95,True
ZEC/USDT,4h,2025-06-03 12:00:00,53.95,55.32,True
ZEC/USDT,4h,2025-06-03 16:00:00,55.32,54.39,False
ZEC/USDT,4h,2025-06-03 20:00:00,54.39,53.3,False
ZEC/USDT,4h,2025-06-04 00:00:00,53.3,52.46,False
ZEC/USDT,4h,2025-06-07 16:00:00,50.24,50.24,False
ZEC/USDT,4h,2025-06-07 20:00:00,50.24,49.97,False
ZEC/USDT,4h,2025-06-08 00:00:00,49.97,49.63,False
ZEC/USDT,4h,2025-06-08 04:00:00,49.63,50.8,True
ZEC/USDT,4h,2025-06-08 08:00:00,50.8,50.37,False
ZEC/USDT,4h,2025-06-08 12:00:00,50.37,49.08,False
ZEC/USDT,4h,2025-06-08 16:00:00,49.08,48.73,False
ZEC/USDT,4h,2025-06-09 00:00:00,49.23,49.38,True
ZEC/USDT,4h,2025-06-09 04:00:00,49.38,50.2,True
ZEC/USDT,4h,2025-06-09 08:00:00,50.2,50.12,False
ZEC/USDT,4h,2025-06-09 12:00:00,50.12,49.48,False
ZEC/USDT,4h,2025-06-09 16:00:00,49.48,51.62,True
ZEC/USDT,4h,2025-06-09 20:00:00,51.62,50.78,False
ZEC/USDT,4h,2025-06-10 00:00:00,50.78,50.94,True
ZEC/USDT,4h,2025-06-10 04:00:00,50.94,52.17,True
ZEC/USDT,4h,2025-06-10 08:00:00,52.17,52.24,True
ZEC/USDT,4h,2025-06-10 12:00:00,52.24,51.96,False
ZEC/USDT,4h,2025-06-10 16:00:00,51.96,51.9,False
ZEC/USDT,4h,2025-06-10 20:00:00,51.9,50.94,False
ZEC/USDT,4h,2025-06-11 00:00:00,50.94,50.97,True
ZEC/USDT,4h,2025-06-11 04:00:00,50.97,49.43,False
ZEC/USDT,4h,2025-06-11 12:00:00,51.55,50.02,False
ZEC/USDT,4h,2025-06-16 08:00:00,45.46,44.92,False
ZEC/USDT,4h,2025-06-16 12:00:00,44.92,44.89,False
ZEC/USDT,4h,2025-06-16 16:00:00,44.89,43.1,False
